# q=  0.16000000E-02  0.20000000E-03 -0.20000000E-03  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     190     -0.34705382E-02     -0.35833123E-02     -0.41333059E-03     -0.64854961E-03
     191     -0.34711452E-02     -0.35833123E-02     -0.41433798E-03     -0.64854961E-03
     192     -0.34717810E-02     -0.35833123E-02     -0.41556590E-03     -0.64854961E-03
     193     -0.34724482E-02     -0.35833123E-02     -0.41665349E-03     -0.64854961E-03
     194     -0.34730490E-02     -0.35833123E-02     -0.41782564E-03     -0.64854961E-03
     195     -0.34736358E-02     -0.35833123E-02     -0.41893140E-03     -0.64854961E-03
     196     -0.34741662E-02     -0.35833123E-02     -0.42001026E-03     -0.64854961E-03
     197     -0.34747179E-02     -0.35833123E-02     -0.42106925E-03     -0.64854961E-03
     198     -0.34752813E-02     -0.35833123E-02     -0.42212901E-03     -0.64854961E-03
     199     -0.34758463E-02     -0.35833123E-02     -0.42328681E-03     -0.64854961E-03
     200     -0.34764305E-02     -0.35833123E-02     -0.42433262E-03     -0.64854961E-03
     201     -0.34769631E-02     -0.35833123E-02     -0.42545141E-03     -0.64854961E-03
     202     -0.34775172E-02     -0.35833123E-02     -0.42652285E-03     -0.64854961E-03
     203     -0.34780795E-02     -0.35833123E-02     -0.42749420E-03     -0.64854961E-03
     204     -0.34786250E-02     -0.35833123E-02     -0.42849013E-03     -0.64854961E-03
     205     -0.34791058E-02     -0.35833123E-02     -0.42947244E-03     -0.64854961E-03
     206     -0.34796018E-02     -0.35833123E-02     -0.43051931E-03     -0.64854961E-03
     207     -0.34800882E-02     -0.35833123E-02     -0.43156572E-03     -0.64854961E-03
     208     -0.34806257E-02     -0.35833123E-02     -0.43264451E-03     -0.64854961E-03
     209     -0.34811063E-02     -0.35833123E-02     -0.43366886E-03     -0.64854961E-03
     210     -0.34815976E-02     -0.35833123E-02     -0.43471706E-03     -0.64854961E-03
     211     -0.34820433E-02     -0.35833123E-02     -0.43572249E-03     -0.64854961E-03
     212     -0.34824857E-02     -0.35833123E-02     -0.43673924E-03     -0.64854961E-03
     213     -0.34829504E-02     -0.35833123E-02     -0.43780923E-03     -0.64854961E-03
     214     -0.34834025E-02     -0.35833123E-02     -0.43882992E-03     -0.64854961E-03
     215     -0.34838709E-02     -0.35833123E-02     -0.43985020E-03     -0.64854961E-03
     216     -0.34843021E-02     -0.35833123E-02     -0.44088457E-03     -0.64854961E-03
     217     -0.34847271E-02     -0.35833123E-02     -0.44190015E-03     -0.64854961E-03
     218     -0.34851788E-02     -0.35833123E-02     -0.44298249E-03     -0.64854961E-03

# q=  0.00000000E+00  0.50000000E+00  0.50000000E+00  (qpt 10)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.18657224E-03     -0.25977445E-02     -0.17063352E-05     -0.63930518E-03
       2     -0.36161264E-03     -0.25977445E-02     -0.35566866E-05     -0.63930518E-03
       3     -0.58976720E-03     -0.25977445E-02     -0.57816107E-05     -0.63930518E-03
       4     -0.80707925E-03     -0.25977445E-02     -0.78114584E-05     -0.63930518E-03
       5     -0.90679404E-03     -0.25977445E-02     -0.10300143E-04     -0.63930518E-03
       6     -0.10263166E-02     -0.25977445E-02     -0.12688842E-04     -0.63930518E-03
       7     -0.10759900E-02     -0.25977445E-02     -0.17969624E-04     -0.63930518E-03
       8     -0.11148194E-02     -0.25977445E-02     -0.22389821E-04     -0.63930518E-03
       9     -0.11555099E-02     -0.25977445E-02     -0.26317183E-04     -0.63930518E-03
      10     -0.11874697E-02     -0.25977445E-02     -0.29846635E-04     -0.63930518E-03
      11     -0.12204872E-02     -0.25977445E-02     -0.33154291E-04     -0.63930518E-03
      12     -0.12523890E-02     -0.25977445E-02     -0.36248914E-04     -0.63930518E-03
      13     -0.12838932E-02     -0.25977445E-02     -0.39162041E-04     -0.63930518E-03
      14     -0.13145847E-02     -0.25977445E-02     -0.41510182E-04     -0.63930518E-03
      15     -0.13464732E-02     -0.25977445E-02     -0.44029930E-04     -0.63930518E-03
      16     -0.13765997E-02     -0.25977445E-02     -0.46709271E-04     -0.63930518E-03
      17     -0.14079144E-02     -0.25977445E-02     -0.49501702E-04     -0.63930518E-03
      18     -0.14373104E-02     -0.25977445E-02     -0.53051545E-04     -0.63930518E-03
      19     -0.14673889E-02     -0.25977445E-02     -0.56187090E-04     -0.63930518E-03
      20     -0.14981040E-02     -0.25977445E-02     -0.58780433E-04     -0.63930518E-03
      21     -0.15301780E-02     -0.25977445E-02     -0.61408136E-04     -0.63930518E-03
      22     -0.15542175E-02     -0.25977445E-02     -0.64378300E-04     -0.63930518E-03
      23     -0.15811775E-02     -0.25977445E-02     -0.67374626E-04     -0.63930518E-03
      24     -0.16078707E-02     -0.25977445E-02     -0.70708391E-04     -0.63930518E-03
      25     -0.16344588E-02     -0.25977445E-02     -0.73986259E-04     -0.63930518E-03
      26     -0.16595269E-02     -0.25977445E-02     -0.77074089E-04     -0.63930518E-03
      27     -0.16836668E-02     -0.25977445E-02     -0.80843107E-04     -0.63930518E-03
      28     -0.17053829E-02     -0.25977445E-02     -0.83728576E-04     -0.63930518E-03
      29     -0.17278890E-02     -0.25977445E-02     -0.87440836E-04     -0.63930518E-03
      30     -0.17502575E-02     -0.25977445E-02     -0.90718707E-04     -0.63930518E-03
      31     -0.17722320E-02     -0.25977445E-02     -0.93957245E-04     -0.63930518E-03
      32     -0.17944345E-02     -0.25977445E-02     -0.97118201E-04     -0.63930518E-03
      33     -0.18145771E-02     -0.25977445E-02     -0.10087869E-03     -0.63930518E-03
      34     -0.18356997E-02     -0.25977445E-02     -0.10446403E-03     -0.63930518E-03
      35     -0.18537191E-02     -0.25977445E-02     -0.10775050E-03     -0.63930518E-03
      36     -0.18728945E-02     -0.25977445E-02     -0.11120156E-03     -0.63930518E-03
      37     -0.18925388E-02     -0.25977445E-02     -0.11458320E-03     -0.63930518E-03
      38     -0.19096874E-02     -0.25977445E-02     -0.12020585E-03     -0.63930518E-03
      39     -0.19272351E-02     -0.25977445E-02     -0.12634671E-03     -0.63930518E-03
      40     -0.19440511E-02     -0.25977445E-02     -0.13133491E-03     -0.63930518E-03
      41     -0.19602372E-02     -0.25977445E-02     -0.13707057E-03     -0.63930518E-03
      42     -0.19747269E-02     -0.25977445E-02     -0.14210690E-03     -0.63930518E-03
      43     -0.19915153E-02     -0.25977445E-02     -0.14859984E-03     -0.63930518E-03
      44     -0.20065603E-02     -0.25977445E-02     -0.15301088E-03     -0.63930518E-03
      45     -0.20215330E-02     -0.25977445E-02     -0.15760533E-03     -0.63930518E-03
      46     -0.20353498E-02     -0.25977445E-02     -0.16222437E-03     -0.63930518E-03
      47     -0.20484911E-02     -0.25977445E-02     -0.16647266E-03     -0.63930518E-03
      48     -0.20613179E-02     -0.25977445E-02     -0.16989032E-03     -0.63930518E-03
      49     -0.20751886E-02     -0.25977445E-02     -0.17323874E-03     -0.63930518E-03
      50     -0.20877026E-02     -0.25977445E-02     -0.17641858E-03     -0.63930518E-03
      51     -0.21003322E-02     -0.25977445E-02     -0.17978138E-03     -0.63930518E-03
      52     -0.21123473E-02     -0.25977445E-02     -0.18282052E-03     -0.63930518E-03
      53     -0.21242391E-02     -0.25977445E-02     -0.18606996E-03     -0.63930518E-03
      54     -0.21359991E-02     -0.25977445E-02     -0.18942570E-03     -0.63930518E-03
      55     -0.21465303E-02     -0.25977445E-02     -0.19255431E-03     -0.63930518E-03
      56     -0.21577490E-02     -0.25977445E-02     -0.19530636E-03     -0.63930518E-03
      57     -0.21683693E-02     -0.25977445E-02     -0.19778781E-03     -0.63930518E-03
      58     -0.21779460E-02     -0.25977445E-02     -0.20028166E-03     -0.63930518E-03
      59     -0.21871011E-02     -0.25977445E-02     -0.20284277E-03     -0.63930518E-03
      60     -0.21966733E-02     -0.25977445E-02     -0.20511046E-03     -0.63930518E-03
      61     -0.22053037E-02     -0.25977445E-02     -0.20770481E-03     -0.63930518E-03
      62     -0.22136616E-02     -0.25977445E-02     -0.21027616E-03     -0.63930518E-03
      63     -0.22224588E-02     -0.25977445E-02     -0.21275420E-03     -0.63930518E-03
      64     -0.22312595E-02     -0.25977445E-02     -0.21481443E-03     -0.63930518E-03
      65     -0.22397433E-02     -0.25977445E-02     -0.21751292E-03     -0.63930518E-03
      66     -0.22479058E-02     -0.25977445E-02     -0.21967948E-03     -0.63930518E-03
      67     -0.22564099E-02     -0.25977445E-02     -0.22235318E-03     -0.63930518E-03
      68     -0.22632961E-02     -0.25977445E-02     -0.22478717E-03     -0.63930518E-03
      69     -0.22698111E-02     -0.25977445E-02     -0.22685377E-03     -0.63930518E-03
      70     -0.22764542E-02     -0.25977445E-02     -0.22913417E-03     -0.63930518E-03
      71     -0.22826647E-02     -0.25977445E-02     -0.23139869E-03     -0.63930518E-03
      72     -0.22885973E-02     -0.25977445E-02     -0.23352613E-03     -0.63930518E-03
      73     -0.22948798E-02     -0.25977445E-02     -0.23570738E-03     -0.63930518E-03
      74     -0.23010575E-02     -0.25977445E-02     -0.23773947E-03     -0.63930518E-03
      75     -0.23074543E-02     -0.25977445E-02     -0.23984376E-03     -0.63930518E-03
      76     -0.23132117E-02     -0.25977445E-02     -0.24208099E-03     -0.63930518E-03
      77     -0.23189740E-02     -0.25977445E-02     -0.24435833E-03     -0.63930518E-03
      78     -0.23245623E-02     -0.25977445E-02     -0.24634554E-03     -0.63930518E-03
      79     -0.23296070E-02     -0.25977445E-02     -0.24841518E-03     -0.63930518E-03
      80     -0.23344210E-02     -0.25977445E-02     -0.25026680E-03     -0.63930518E-03
      81     -0.23389128E-02     -0.25977445E-02     -0.25234812E-03     -0.63930518E-03
      82     -0.23437613E-02     -0.25977445E-02     -0.25431330E-03     -0.63930518E-03
      83     -0.23484008E-02     -0.25977445E-02     -0.25608824E-03     -0.63930518E-03
      84     -0.23532336E-02     -0.25977445E-02     -0.25802805E-03     -0.63930518E-03
      85     -0.23573481E-02     -0.25977445E-02     -0.26002306E-03     -0.63930518E-03
      86     -0.23613189E-02     -0.25977445E-02     -0.26191336E-03     -0.63930518E-03
      87     -0.23654539E-02     -0.25977445E-02     -0.26366882E-03     -0.63930518E-03
      88     -0.23694974E-02     -0.25977445E-02     -0.26542216E-03     -0.63930518E-03
      89     -0.23731719E-02     -0.25977445E-02     -0.26750154E-03     -0.63930518E-03
      90     -0.23764327E-02     -0.25977445E-02     -0.26948970E-03     -0.63930518E-03
      91     -0.23802479E-02     -0.25977445E-02     -0.27121711E-03     -0.63930518E-03
      92     -0.23838030E-02     -0.25977445E-02     -0.27288567E-03     -0.63930518E-03
      93     -0.23871371E-02     -0.25977445E-02     -0.27469824E-03     -0.63930518E-03
      94     -0.23904984E-02     -0.25977445E-02     -0.27621218E-03     -0.63930518E-03
      95     -0.23939170E-02     -0.25977445E-02     -0.27771514E-03     -0.63930518E-03
      96     -0.23973152E-02     -0.25977445E-02     -0.27948160E-03     -0.63930518E-03
      97     -0.24003665E-02     -0.25977445E-02     -0.28103255E-03     -0.63930518E-03
      98     -0.24031395E-02     -0.25977445E-02     -0.28275810E-03     -0.63930518E-03
      99     -0.24059617E-02     -0.25977445E-02     -0.28447006E-03     -0.63930518E-03
     100     -0.24088112E-02     -0.25977445E-02     -0.28600317E-03     -0.63930518E-03
     101     -0.24116175E-02     -0.25977445E-02     -0.28758170E-03     -0.63930518E-03
     102     -0.24141027E-02     -0.25977445E-02     -0.28907331E-03     -0.63930518E-03
     103     -0.24166655E-02     -0.25977445E-02     -0.29071494E-03     -0.63930518E-03
     104     -0.24189735E-02     -0.25977445E-02     -0.29231094E-03     -0.63930518E-03
     105     -0.24213906E-02     -0.25977445E-02     -0.29387671E-03     -0.63930518E-03
     106     -0.24237844E-02     -0.25977445E-02     -0.29540766E-03     -0.63930518E-03
     107     -0.24260159E-02     -0.25977445E-02     -0.29692897E-03     -0.63930518E-03
     108     -0.24281095E-02     -0.25977445E-02     -0.29854851E-03     -0.63930518E-03
     109     -0.24301845E-02     -0.25977445E-02     -0.30001611E-03     -0.63930518E-03
     110     -0.24326091E-02     -0.25977445E-02     -0.30148736E-03     -0.63930518E-03
     111     -0.24347789E-02     -0.25977445E-02     -0.30308003E-03     -0.63930518E-03
     112     -0.24369385E-02     -0.25977445E-02     -0.30458668E-03     -0.63930518E-03
     113     -0.24390738E-02     -0.25977445E-02     -0.30608012E-03     -0.63930518E-03
     114     -0.24412010E-02     -0.25977445E-02     -0.30753320E-03     -0.63930518E-03
     115     -0.24432586E-02     -0.25977445E-02     -0.30900946E-03     -0.63930518E-03
     116     -0.24450955E-02     -0.25977445E-02     -0.31064022E-03     -0.63930518E-03
     117     -0.24469649E-02     -0.25977445E-02     -0.31245380E-03     -0.63930518E-03
     118     -0.24486648E-02     -0.25977445E-02     -0.31414874E-03     -0.63930518E-03
     119     -0.24503972E-02     -0.25977445E-02     -0.31572130E-03     -0.63930518E-03
     120     -0.24520568E-02     -0.25977445E-02     -0.31729076E-03     -0.63930518E-03
     121     -0.24537207E-02     -0.25977445E-02     -0.31885756E-03     -0.63930518E-03
     122     -0.24552554E-02     -0.25977445E-02     -0.32034248E-03     -0.63930518E-03
     123     -0.24567670E-02     -0.25977445E-02     -0.32188142E-03     -0.63930518E-03
     124     -0.24583231E-02     -0.25977445E-02     -0.32337272E-03     -0.63930518E-03
     125     -0.24597805E-02     -0.25977445E-02     -0.32503109E-03     -0.63930518E-03
     126     -0.24612006E-02     -0.25977445E-02     -0.32646465E-03     -0.63930518E-03
     127     -0.24626211E-02     -0.25977445E-02     -0.32798798E-03     -0.63930518E-03
     128     -0.24640775E-02     -0.25977445E-02     -0.32942453E-03     -0.63930518E-03
     129     -0.24653786E-02     -0.25977445E-02     -0.33085751E-03     -0.63930518E-03
     130     -0.24668523E-02     -0.25977445E-02     -0.33233258E-03     -0.63930518E-03
     131     -0.24681528E-02     -0.25977445E-02     -0.33376716E-03     -0.63930518E-03
     132     -0.24694091E-02     -0.25977445E-02     -0.33510966E-03     -0.63930518E-03
     133     -0.24707124E-02     -0.25977445E-02     -0.33647693E-03     -0.63930518E-03
     134     -0.24718036E-02     -0.25977445E-02     -0.33768304E-03     -0.63930518E-03
     135     -0.24730588E-02     -0.25977445E-02     -0.33898072E-03     -0.63930518E-03
     136     -0.24743156E-02     -0.25977445E-02     -0.34032268E-03     -0.63930518E-03
     137     -0.24754360E-02     -0.25977445E-02     -0.34168624E-03     -0.63930518E-03
     138     -0.24765206E-02     -0.25977445E-02     -0.34302915E-03     -0.63930518E-03
     139     -0.24775799E-02     -0.25977445E-02     -0.34435734E-03     -0.63930518E-03
     140     -0.24787614E-02     -0.25977445E-02     -0.34569543E-03     -0.63930518E-03
     141     -0.24799343E-02     -0.25977445E-02     -0.34701308E-03     -0.63930518E-03
     142     -0.24809881E-02     -0.25977445E-02     -0.34840992E-03     -0.63930518E-03
     143     -0.24819948E-02     -0.25977445E-02     -0.34980422E-03     -0.63930518E-03
     144     -0.24829303E-02     -0.25977445E-02     -0.35117110E-03     -0.63930518E-03
     145     -0.24837273E-02     -0.25977445E-02     -0.35246011E-03     -0.63930518E-03
     146     -0.24846416E-02     -0.25977445E-02     -0.35375508E-03     -0.63930518E-03
     147     -0.24855201E-02     -0.25977445E-02     -0.35514487E-03     -0.63930518E-03
     148     -0.24864545E-02     -0.25977445E-02     -0.35650128E-03     -0.63930518E-03
     149     -0.24872787E-02     -0.25977445E-02     -0.35783999E-03     -0.63930518E-03
     150     -0.24881579E-02     -0.25977445E-02     -0.35918296E-03     -0.63930518E-03
     151     -0.24890262E-02     -0.25977445E-02     -0.36048369E-03     -0.63930518E-03
     152     -0.24899018E-02     -0.25977445E-02     -0.36187946E-03     -0.63930518E-03
     153     -0.24907356E-02     -0.25977445E-02     -0.36320839E-03     -0.63930518E-03
     154     -0.24915208E-02     -0.25977445E-02     -0.36454887E-03     -0.63930518E-03
     155     -0.24922080E-02     -0.25977445E-02     -0.36583285E-03     -0.63930518E-03
     156     -0.24929723E-02     -0.25977445E-02     -0.36725428E-03     -0.63930518E-03
     157     -0.24937047E-02     -0.25977445E-02     -0.36846078E-03     -0.63930518E-03
     158     -0.24945213E-02     -0.25977445E-02     -0.36977261E-03     -0.63930518E-03
     159     -0.24952035E-02     -0.25977445E-02     -0.37110898E-03     -0.63930518E-03
     160     -0.24959773E-02     -0.25977445E-02     -0.37240180E-03     -0.63930518E-03
     161     -0.24966881E-02     -0.25977445E-02     -0.37374927E-03     -0.63930518E-03
     162     -0.24973605E-02     -0.25977445E-02     -0.37492697E-03     -0.63930518E-03
     163     -0.24980726E-02     -0.25977445E-02     -0.37620055E-03     -0.63930518E-03
     164     -0.24988079E-02     -0.25977445E-02     -0.37749301E-03     -0.63930518E-03
     165     -0.24995738E-02     -0.25977445E-02     -0.37878222E-03     -0.63930518E-03
     166     -0.25002921E-02     -0.25977445E-02     -0.38008890E-03     -0.63930518E-03
     167     -0.25009489E-02     -0.25977445E-02     -0.38135997E-03     -0.63930518E-03
     168     -0.25015854E-02     -0.25977445E-02     -0.38268169E-03     -0.63930518E-03
     169     -0.25022475E-02     -0.25977445E-02     -0.38391538E-03     -0.63930518E-03
     170     -0.25028455E-02     -0.25977445E-02     -0.38530998E-03     -0.63930518E-03
     171     -0.25034529E-02     -0.25977445E-02     -0.38659905E-03     -0.63930518E-03
     172     -0.25039917E-02     -0.25977445E-02     -0.38787640E-03     -0.63930518E-03
     173     -0.25045198E-02     -0.25977445E-02     -0.38922795E-03     -0.63930518E-03
     174     -0.25051204E-02     -0.25977445E-02     -0.39054254E-03     -0.63930518E-03
     175     -0.25056388E-02     -0.25977445E-02     -0.39177135E-03     -0.63930518E-03
     176     -0.25062134E-02     -0.25977445E-02     -0.39300142E-03     -0.63930518E-03
     177     -0.25067710E-02     -0.25977445E-02     -0.39424768E-03     -0.63930518E-03
     178     -0.25073175E-02     -0.25977445E-02     -0.39554711E-03     -0.63930518E-03
     179     -0.25078597E-02     -0.25977445E-02     -0.39673407E-03     -0.63930518E-03
     180     -0.25084409E-02     -0.25977445E-02     -0.39791699E-03     -0.63930518E-03
     181     -0.25090144E-02     -0.25977445E-02     -0.39912114E-03     -0.63930518E-03
     182     -0.25095340E-02     -0.25977445E-02     -0.40025936E-03     -0.63930518E-03
     183     -0.25100652E-02     -0.25977445E-02     -0.40139838E-03     -0.63930518E-03
     184     -0.25105490E-02     -0.25977445E-02     -0.40254232E-03     -0.63930518E-03
     185     -0.25110276E-02     -0.25977445E-02     -0.40367343E-03     -0.63930518E-03
     186     -0.25114749E-02     -0.25977445E-02     -0.40481718E-03     -0.63930518E-03
     187     -0.25119592E-02     -0.25977445E-02     -0.40601310E-03     -0.63930518E-03
     188     -0.25124819E-02     -0.25977445E-02     -0.40719694E-03     -0.63930518E-03
     189     -0.25129418E-02     -0.25977445E-02     -0.40837698E-03     -0.63930518E-03
     190     -0.25133851E-02     -0.25977445E-02     -0.40949236E-03     -0.63930518E-03
     191     -0.25138396E-02     -0.25977445E-02     -0.41049366E-03     -0.63930518E-03
     192     -0.25142773E-02     -0.25977445E-02     -0.41168344E-03     -0.63930518E-03
     193     -0.25147566E-02     -0.25977445E-02     -0.41276949E-03     -0.63930518E-03
     194     -0.25152204E-02     -0.25977445E-02     -0.41391680E-03     -0.63930518E-03
     195     -0.25156358E-02     -0.25977445E-02     -0.41499677E-03     -0.63930518E-03
     196     -0.25160542E-02     -0.25977445E-02     -0.41605739E-03     -0.63930518E-03
     197     -0.25164524E-02     -0.25977445E-02     -0.41709242E-03     -0.63930518E-03
     198     -0.25168502E-02     -0.25977445E-02     -0.41811401E-03     -0.63930518E-03
     199     -0.25172668E-02     -0.25977445E-02     -0.41924430E-03     -0.63930518E-03
     200     -0.25176958E-02     -0.25977445E-02     -0.42025946E-03     -0.63930518E-03
     201     -0.25181023E-02     -0.25977445E-02     -0.42132587E-03     -0.63930518E-03
     202     -0.25185289E-02     -0.25977445E-02     -0.42238552E-03     -0.63930518E-03
     203     -0.25189597E-02     -0.25977445E-02     -0.42337760E-03     -0.63930518E-03
     204     -0.25194118E-02     -0.25977445E-02     -0.42439311E-03     -0.63930518E-03
     205     -0.25197814E-02     -0.25977445E-02     -0.42533641E-03     -0.63930518E-03
     206     -0.25201351E-02     -0.25977445E-02     -0.42635309E-03     -0.63930518E-03
     207     -0.25205297E-02     -0.25977445E-02     -0.42736657E-03     -0.63930518E-03
     208     -0.25209260E-02     -0.25977445E-02     -0.42841557E-03     -0.63930518E-03
     209     -0.25212834E-02     -0.25977445E-02     -0.42940697E-03     -0.63930518E-03
     210     -0.25216529E-02     -0.25977445E-02     -0.43043016E-03     -0.63930518E-03
     211     -0.25220078E-02     -0.25977445E-02     -0.43136756E-03     -0.63930518E-03
     212     -0.25223588E-02     -0.25977445E-02     -0.43234666E-03     -0.63930518E-03
     213     -0.25226903E-02     -0.25977445E-02     -0.43342255E-03     -0.63930518E-03
     214     -0.25230095E-02     -0.25977445E-02     -0.43441839E-03     -0.63930518E-03
     215     -0.25233545E-02     -0.25977445E-02     -0.43544484E-03     -0.63930518E-03
     216     -0.25236542E-02     -0.25977445E-02     -0.43646225E-03     -0.63930518E-03
     217     -0.25239607E-02     -0.25977445E-02     -0.43742009E-03     -0.63930518E-03
     218     -0.25242833E-02     -0.25977445E-02     -0.43849823E-03     -0.63930518E-03

# q=  0.25000000E+00  0.25000000E+00  0.25000000E+00  (qpt 11)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.15156458E-03     -0.13497752E-02     -0.19270545E-05     -0.64384103E-03
       2     -0.26553499E-03     -0.13497752E-02     -0.39594349E-05     -0.64384103E-03
       3     -0.32143010E-03     -0.13497752E-02     -0.55872603E-05     -0.64384103E-03
       4     -0.39153183E-03     -0.13497752E-02     -0.70303890E-05     -0.64384103E-03
       5     -0.45375605E-03     -0.13497752E-02     -0.10109473E-04     -0.64384103E-03
       6     -0.54464580E-03     -0.13497752E-02     -0.12713274E-04     -0.64384103E-03
       7     -0.57237929E-03     -0.13497752E-02     -0.17454770E-04     -0.64384103E-03
       8     -0.59425007E-03     -0.13497752E-02     -0.21985375E-04     -0.64384103E-03
       9     -0.61679828E-03     -0.13497752E-02     -0.26140408E-04     -0.64384103E-03
      10     -0.63168669E-03     -0.13497752E-02     -0.29361006E-04     -0.64384103E-03
      11     -0.64891220E-03     -0.13497752E-02     -0.32483071E-04     -0.64384103E-03
      12     -0.66411630E-03     -0.13497752E-02     -0.35827452E-04     -0.64384103E-03
      13     -0.67814955E-03     -0.13497752E-02     -0.38787846E-04     -0.64384103E-03
      14     -0.69092988E-03     -0.13497752E-02     -0.41627475E-04     -0.64384103E-03
      15     -0.70782513E-03     -0.13497752E-02     -0.44544869E-04     -0.64384103E-03
      16     -0.72413149E-03     -0.13497752E-02     -0.47352319E-04     -0.64384103E-03
      17     -0.74099499E-03     -0.13497752E-02     -0.50011127E-04     -0.64384103E-03
      18     -0.75801802E-03     -0.13497752E-02     -0.53202081E-04     -0.64384103E-03
      19     -0.77392467E-03     -0.13497752E-02     -0.56442101E-04     -0.64384103E-03
      20     -0.79065547E-03     -0.13497752E-02     -0.59274145E-04     -0.64384103E-03
      21     -0.80615549E-03     -0.13497752E-02     -0.62369040E-04     -0.64384103E-03
      22     -0.81870827E-03     -0.13497752E-02     -0.65614874E-04     -0.64384103E-03
      23     -0.83454774E-03     -0.13497752E-02     -0.68955858E-04     -0.64384103E-03
      24     -0.85015364E-03     -0.13497752E-02     -0.72430224E-04     -0.64384103E-03
      25     -0.86570661E-03     -0.13497752E-02     -0.75605285E-04     -0.64384103E-03
      26     -0.87901225E-03     -0.13497752E-02     -0.78972541E-04     -0.64384103E-03
      27     -0.89259700E-03     -0.13497752E-02     -0.82599716E-04     -0.64384103E-03
      28     -0.90393385E-03     -0.13497752E-02     -0.85687497E-04     -0.64384103E-03
      29     -0.91587957E-03     -0.13497752E-02     -0.89043679E-04     -0.64384103E-03
      30     -0.92722308E-03     -0.13497752E-02     -0.92251179E-04     -0.64384103E-03
      31     -0.93787146E-03     -0.13497752E-02     -0.95621619E-04     -0.64384103E-03
      32     -0.94934371E-03     -0.13497752E-02     -0.98947210E-04     -0.64384103E-03
      33     -0.96032174E-03     -0.13497752E-02     -0.10252785E-03     -0.64384103E-03
      34     -0.97176817E-03     -0.13497752E-02     -0.10608458E-03     -0.64384103E-03
      35     -0.98084693E-03     -0.13497752E-02     -0.10990546E-03     -0.64384103E-03
      36     -0.99100543E-03     -0.13497752E-02     -0.11354415E-03     -0.64384103E-03
      37     -0.10015671E-02     -0.13497752E-02     -0.11676327E-03     -0.64384103E-03
      38     -0.10094779E-02     -0.13497752E-02     -0.12114662E-03     -0.64384103E-03
      39     -0.10179204E-02     -0.13497752E-02     -0.12544253E-03     -0.64384103E-03
      40     -0.10272029E-02     -0.13497752E-02     -0.12968074E-03     -0.64384103E-03
      41     -0.10354931E-02     -0.13497752E-02     -0.13389426E-03     -0.64384103E-03
      42     -0.10423329E-02     -0.13497752E-02     -0.13917033E-03     -0.64384103E-03
      43     -0.10501592E-02     -0.13497752E-02     -0.14397621E-03     -0.64384103E-03
      44     -0.10585697E-02     -0.13497752E-02     -0.14818577E-03     -0.64384103E-03
      45     -0.10664936E-02     -0.13497752E-02     -0.15223729E-03     -0.64384103E-03
      46     -0.10727300E-02     -0.13497752E-02     -0.15652309E-03     -0.64384103E-03
      47     -0.10795086E-02     -0.13497752E-02     -0.16038573E-03     -0.64384103E-03
      48     -0.10853662E-02     -0.13497752E-02     -0.16376726E-03     -0.64384103E-03
      49     -0.10925099E-02     -0.13497752E-02     -0.16674086E-03     -0.64384103E-03
      50     -0.10990918E-02     -0.13497752E-02     -0.16991701E-03     -0.64384103E-03
      51     -0.11053379E-02     -0.13497752E-02     -0.17324952E-03     -0.64384103E-03
      52     -0.11115042E-02     -0.13497752E-02     -0.17661266E-03     -0.64384103E-03
      53     -0.11172911E-02     -0.13497752E-02     -0.17984139E-03     -0.64384103E-03
      54     -0.11230851E-02     -0.13497752E-02     -0.18291563E-03     -0.64384103E-03
      55     -0.11284913E-02     -0.13497752E-02     -0.18590689E-03     -0.64384103E-03
      56     -0.11341622E-02     -0.13497752E-02     -0.18857160E-03     -0.64384103E-03
      57     -0.11399819E-02     -0.13497752E-02     -0.19103124E-03     -0.64384103E-03
      58     -0.11451691E-02     -0.13497752E-02     -0.19352303E-03     -0.64384103E-03
      59     -0.11498078E-02     -0.13497752E-02     -0.19603731E-03     -0.64384103E-03
      60     -0.11547168E-02     -0.13497752E-02     -0.19829902E-03     -0.64384103E-03
      61     -0.11591619E-02     -0.13497752E-02     -0.20063292E-03     -0.64384103E-03
      62     -0.11635430E-02     -0.13497752E-02     -0.20299766E-03     -0.64384103E-03
      63     -0.11679334E-02     -0.13497752E-02     -0.20530978E-03     -0.64384103E-03
      64     -0.11725750E-02     -0.13497752E-02     -0.20748586E-03     -0.64384103E-03
      65     -0.11766654E-02     -0.13497752E-02     -0.20980844E-03     -0.64384103E-03
      66     -0.11803742E-02     -0.13497752E-02     -0.21193072E-03     -0.64384103E-03
      67     -0.11844722E-02     -0.13497752E-02     -0.21413135E-03     -0.64384103E-03
      68     -0.11879158E-02     -0.13497752E-02     -0.21646100E-03     -0.64384103E-03
      69     -0.11912218E-02     -0.13497752E-02     -0.21861681E-03     -0.64384103E-03
      70     -0.11944335E-02     -0.13497752E-02     -0.22086000E-03     -0.64384103E-03
      71     -0.11975105E-02     -0.13497752E-02     -0.22317244E-03     -0.64384103E-03
      72     -0.12000335E-02     -0.13497752E-02     -0.22519355E-03     -0.64384103E-03
      73     -0.12029735E-02     -0.13497752E-02     -0.22748677E-03     -0.64384103E-03
